,산지조합,위판장,어종명,어종상태,region,city,농장수
491,거제수협,장승포 위판장,고등어류,선어,경상남도,거제시,9
492,거제수협,장승포 위판장,감성돔大,선어,경상남도,거제시,1
493,거제수협,장승포 위판장,갑오징어류,선어,경상남도,거제시,3
494,거제수협,장승포 위판장,기타꼬치고기,선어,경상남도,거제시,1
495,거제수협,장승포 위판장,기타볼락,선어,경상남도,거제시,1
496,거제수협,장승포 위판장,기타어류,선어,경상남도,거제시,4
497,거제수협,장승포 위판장,메가리,선어,경상남도,거제시,15
498,거제수협,장승포 위판장,멸치류,선어,경상남도,거제시,6
499,거제수협,장승포 위판장,문어,선어,경상남도,거제시,1
500,거제수협,장승포 위판장,방어,선어,경상남도,거제시,3
501,거제수협,장승포 위판장,보구치,선어,경상남도,거제시,1
502,거제수협,장승포 위판장,복어류,선어,경상남도,거제시,1
503,거제수협,장승포 위판장,삼치류,선어,경상남도,거제시,12
504,거제수협,장승포 위판장,삼치류(고시),선어,경상남도,거제시,6
505,거제수협,장승포 위판장,쏨뱅이,선어,경상남도,거제시,1
506,거제수협,장승포 위판장,오징어류,선어,경상남도,거제시,21
507,거제수협,장승포 위판장,한치류,선어,경상남도,거제시,5
508,거제수협,장승포 위판장,호래기,선어,경상남도,거제시,6
509,거제수협,성포 위판장,갯가재,활어,경상남도,거제시,3
510,거제수협,성포 위판장,고둥류,활어,경상남도,거제시,5
511,거제수협,성포 위판장,돌돔류,활어,경상남도,거제시,2
512,거제수협,성포 위판장,베도라치,활어,경상남도,거제시,4
513,거제수협,성포 위판장,쏨뱅이,활어,경상남도,거제시,7
514,거제수협,성포 위판장,오만둥이류,활어,경상남도,거제시,2
515,거제수협,성포 위판장,용치놀래기,활어,경상남도,거제시,4
516,거제수협,성포 위판장,민꽃게,활어,경상남도,거제시,7
517,거제수협,성포 위판장,가자미류,활어,경상남도,거제시,18
518,거제수협,성포 위판장,감성돔,활어,경상남도,거제시,37
519,거제수협,성포 위판장,개조개,활어,경상남도,거제시,3
520,거제수협,성포 위판장,기타볼락,활어,경상남도,거제시,6
521,거제수협,성포 위판장,기타어류,활어,경상남도,거제시,1
522,거제수협,성포 위판장,문어,활어,경상남도,거제시,3
523,거제수협,성포 위판장,미더덕,활어,경상남도,거제시,6
524,거제수협,성포 위판장,보리새우,활어,경상남도,거제시,1
525,거제수협,성포 위판장,붕장어,활어,경상남도,거제시,9
526,거제수협,성포 위판장,양태,활어,경상남도,거제시,1
527,거제수협,성포 위판장,자리돔,활어,경상남도,거제시,1
528,거제수협,성포 위판장,조피볼락(우럭),활어,경상남도,거제시,1
529,거제수협,성포 위판장,쥐치류,활어,경상남도,거제시,2
530,거제수협,성포 위판장,홍합,활어,경상남도,거제시,15
531,거제수협,외포 위판장,돌돔류,활어,경상남도,거제시,1
532,거제수협,외포 위판장,기타어류,활어,경상남도,거제시,1
533,거제수협,외포 위판장,멸치류,선어,경상남도,거제시,6
534,거제수협,구조라 위판장,고둥류,활어,경상남도,거제시,4
535,거제수협,구조라 위판장,가오리류,활어,경상남도,거제시,3
536,거제수협,구조라 위판장,가자미류,활어,경상남도,거제시,3
537,거제수협,구조라 위판장,감성돔,활어,경상남도,거제시,1
538,거제수협,구조라 위판장,갑오징어류,활어,경상남도,거제시,3
539,거제수협,구조라 위판장,기타볼락,활어,경상남도,거제시,7
540,거제수협,구조라 위판장,기타어류,활어,경상남도,거제시,9
541,거제수협,구조라 위판장,넙치류,활어,경상남도,거제시,4
542,거제수협,구조라 위판장,농어,활어,경상남도,거제시,5
543,거제수협,구조라 위판장,능성어,활어,경상남도,거제시,2
544,거제수협,구조라 위판장,문어,활어,경상남도,거제시,11
545,거제수협,구조라 위판장,방어,활어,경상남도,거제시,3
546,거제수협,구조라 위판장,소라고둥,활어,경상남도,거제시,4
547,거제수협,구조라 위판장,숭어류,활어,경상남도,거제시,1
548,거제수협,구조라 위판장,자리돔,활어,경상남도,거제시,1
549,거제수협,구조라 위판장,쥐치류,활어,경상남도,거제시,5
550,거제수협,구조라 위판장,참돔,활어,경상남도,거제시,5
551,거제수협,구조라 위판장,기타어류,선어,경상남도,거제시,1
552,거제수협,구조라 위판장,멸치류,선어,경상남도,거제시,3
553,거제수협,구조라 위판장,호래기,선어,경상남도,거제시,1
554,거제수협,관포 위판장,고둥류,활어,경상남도,거제시,2
555,거제수협,관포 위판장,돌돔류,활어,경상남도,거제시,2
556,거제수협,관포 위판장,용치놀래기,활어,경상남도,거제시,1
557,거제수협,관포 위판장,가자미류,활어,경상남도,거제시,8
558,거제수협,관포 위판장,감성돔,활어,경상남도,거제시,1
559,거제수협,관포 위판장,갑오징어류,활어,경상남도,거제시,3
560,거제수협,관포 위판장,갯장어,활어,경상남도,거제시,3
561,거제수협,관포 위판장,기타어류,활어,경상남도,거제시,30
562,거제수협,관포 위판장,넙치류,활어,경상남도,거제시,16
563,거제수협,관포 위판장,방어,활어,경상남도,거제시,3
564,거제수협,관포 위판장,복어류,활어,경상남도,거제시,1
565,거제수협,관포 위판장,붕장어,활어,경상남도,거제시,1
566,거제수협,관포 위판장,소라고둥,활어,경상남도,거제시,4
567,거제수협,관포 위판장,숭어류,활어,경상남도,거제시,19
568,거제수협,관포 위판장,양태,활어,경상남도,거제시,1
569,거제수협,관포 위판장,우렁쉥이,활어,경상남도,거제시,4
570,거제수협,관포 위판장,장갱이,활어,경상남도,거제시,2
571,거제수협,관포 위판장,쥐치류,활어,경상남도,거제시,2
572,거제수협,관포 위판장,참돔,활어,경상남도,거제시,3
573,거제수협,관포 위판장,고등어류,선어,경상남도,거제시,3
574,거제수협,관포 위판장,넙치류,선어,경상남도,거제시,3
575,거제수협,관포 위판장,보구치,선어,경상남도,거제시,6
576,거제수협,관포 위판장,참돔,선어,경상남도,거제시,1
577,마산수협,경제부 남성공판,우럭,선어,경상남도,창원시,3
578,마산수협,경제부 남성공판,갈치,선어,경상남도,창원시,34
579,마산수협,경제부 남성공판,소라고동(선어),선어,경상남도,창원시,29
580,마산수협,경제부 남성공판,코끼리조개,선어,경상남도,창원시,3
581,마산수협,경제부 남성공판,홍합,선어,경상남도,창원시,6
582,마산수협,경제부 남성공판,가오리,선어,경상남도,창원시,1
583,마산수협,경제부 남성공판,가자미,선어,경상남도,창원시,9
584,마산수협,경제부 남성공판,감성돔,선어,경상남도,창원시,1
585,마산수협,경제부 남성공판,갑오징어,선어,경상남도,창원시,3
586,마산수협,경제부 남성공판,갯장어,선어,경상남도,창원시,2
587,마산수협,경제부 남성공판,고등어,선어,경상남도,창원시,5
588,마산수협,경제부 남성공판,기타갑각류,선어,경상남도,창원시,2
589,마산수협,경제부 남성공판,기타게,선어,경상남도,창원시,16
590,마산수협,경제부 남성공판,기타돔,선어,경상남도,창원시,3
591,마산수협,경제부 남성공판,기타볼락,선어,경상남도,창원시,2
592,마산수협,경제부 남성공판,기타어류,선어,경상남도,창원시,50
593,마산수협,경제부 남성공판,농어,선어,경상남도,창원시,1
594,마산수협,경제부 남성공판,눈볼대,선어,경상남도,창원시,5
595,마산수협,경제부 남성공판,문어,선어,경상남도,창원시,58
596,마산수협,경제부 남성공판,방어,선어,경상남도,창원시,3
597,마산수협,경제부 남성공판,붕장어,선어,경상남도,창원시,6
598,마산수협,경제부 남성공판,쏨뱅이,선어,경상남도,창원시,1
599,마산수협,경제부 남성공판,아귀,선어,경상남도,창원시,3
600,마산수협,경제부 남성공판,양태,선어,경상남도,창원시,3
601,마산수협,경제부 남성공판,개조개,선어,경상남도,창원시,11
602,삼천포수협,판매1과,가오리류,선어,경상남도,사천시,2
603,삼천포수협,판매1과,가자미류,선어,경상남도,사천시,1
604,삼천포수협,판매1과,갈치,선어,경상남도,사천시,5
605,삼천포수협,판매1과,갯장어,선어,경상남도,사천시,1
606,삼천포수협,판매1과,고등어류,선어,경상남도,사천시,39
607,삼천포수협,판매1과,꼴뚜기,선어,경상남도,사천시,3
608,삼천포수협,판매1과,눈볼대,선어,경상남도,사천시,31
609,삼천포수협,판매1과,다랑어류,선어,경상남도,사천시,6
610,삼천포수협,판매1과,멸치류,선어,경상남도,사천시,6
611,삼천포수협,판매1과,병어,선어,경상남도,사천시,24
612,삼천포수협,판매1과,보구치,선어,경상남도,사천시,45
613,삼천포수협,판매1과,붉은메기(바다대구),선어,경상남도,사천시,2
614,삼천포수협,판매1과,삼치,선어,경상남도,사천시,1
615,삼천포수협,판매1과,서대류,선어,경상남도,사천시,3
616,삼천포수협,판매1과,성대류,선어,경상남도,사천시,4
617,삼천포수협,판매1과,쏨뱅이,선어,경상남도,사천시,7
618,삼천포수협,판매1과,아귀,선어,경상남도,사천시,4
619,삼천포수협,판매1과,양태,선어,경상남도,사천시,6
620,삼천포수협,판매1과,옥돔,선어,경상남도,사천시,7
621,삼천포수협,판매1과,전갱이류,선어,경상남도,사천시,5
622,삼천포수협,판매1과,참돔,선어,경상남도,사천시,4
623,삼천포수협,판매1과,한치류,선어,경상남도,사천시,3
624,삼천포수협,판매1과,황돔(색돔),선어,경상남도,사천시,2
625,삼천포수협,판매1과,달고기,선어,경상남도,사천시,4
626,삼천포수협,판매1과,꼬치고기(꼬지),선어,경상남도,사천시,1
627,삼천포수협,판매1과,곤어리,선어,경상남도,사천시,2
628,삼천포수협,판매1과,오징어(BOX),선어,경상남도,사천시,17
629,삼천포수협,판매2과(활어),고둥류,활어,경상남도,사천시,16
630,삼천포수협,판매2과(활어),문어,활어,경상남도,사천시,77
631,삼천포수협,판매2과(활어),가오리류,활어,경상남도,사천시,1
632,삼천포수협,판매2과(활어),돌돔류,활어,경상남도,사천시,7
633,삼천포수협,판매2과(활어),민꽃게,활어,경상남도,사천시,8
634,삼천포수협,판매2과(활어),성대류,활어,경상남도,사천시,2
635,삼천포수협,판매2과(활어),한치,활어,경상남도,사천시,3
636,삼천포수협,판매2과(활어),가자미류,활어,경상남도,사천시,5
637,삼천포수협,판매2과(활어),감성돔,활어,경상남도,사천시,21
638,삼천포수협,판매2과(활어),갑오징어류,활어,경상남도,사천시,11
639,삼천포수협,판매2과(활어),개조개,활어,경상남도,사천시,1
640,삼천포수협,판매2과(활어),갯장어,활어,경상남도,사천시,31
641,삼천포수협,판매2과(활어),기타게,활어,경상남도,사천시,1
642,삼천포수협,판매2과(활어),기타돔류,활어,경상남도,사천시,2
643,삼천포수협,판매2과(활어),기타볼락,활어,경상남도,사천시,9
644,삼천포수협,판매2과(활어),기타새우,활어,경상남도,사천시,1
645,삼천포수협,판매2과(활어),꼴뚜기,활어,경상남도,사천시,11
646,삼천포수협,판매2과(활어),넙치류,활어,경상남도,사천시,4
647,삼천포수협,판매2과(활어),농어,활어,경상남도,사천시,2
648,삼천포수협,판매2과(활어),방어,활어,경상남도,사천시,3
649,삼천포수협,판매2과(활어),병어류,활어,경상남도,사천시,2
650,삼천포수협,판매2과(활어),복어류,활어,경상남도,사천시,2
651,삼천포수협,판매2과(활어),붕장어,활어,경상남도,사천시,12
652,삼천포수협,판매2과(활어),서대류,활어,경상남도,사천시,3
653,삼천포수협,판매2과(활어),소라,활어,경상남도,사천시,4
654,삼천포수협,판매2과(활어),숭어류,활어,경상남도,사천시,5
655,삼천포수협,판매2과(활어),쏨뱅이,활어,경상남도,사천시,16
656,삼천포수협,판매2과(활어),양태,활어,경상남도,사천시,10
657,삼천포수협,판매2과(활어),전복류,활어,경상남도,사천시,3
658,삼천포수협,판매2과(활어),멸치류,선어,경상남도,사천시,2
659,삼천포수협,판매2과(활어),보리새우,활어,경상남도,사천시,2
660,삼천포수협,판매2과(활어),수조기(활),활어,경상남도,사천시,1
661,삼천포수협,판매2과(활어),용치놀래기(비단),활어,경상남도,사천시,3
662,삼천포수협,판매2과(활어),능성어,활어,경상남도,사천시,26
663,삼천포수협,판매2과(활어),벵에돔,활어,경상남도,사천시,1
664,삼천포수협,판매2과(활어),독가시치,활어,경상남도,사천시,8
665,삼천포수협,판매2과(활어),쑤기미,활어,경상남도,사천시,2
666,삼천포수협,판매2과(활어),졸복,활어,경상남도,사천시,1
667,삼천포수협,판매2과(패류),개조개,활어,경상남도,사천시,8
668,삼천포수협,판매2과(패류),바지락,활어,경상남도,사천시,32
669,삼천포수협,판매2과(패류),소라고동,활어,경상남도,사천시,2
670,삼천포수협,판매2과(패류),코끼리조개,활어,경상남도,사천시,6
671,삼천포수협,건어사업소,건홍합,냉동,경상남도,사천시,8
672,삼천포수협,건어사업소,건멸치,건어,경상남도,사천시,201
673,삼천포수협,건어사업소,꼴뚜기,건어,경상남도,사천시,2
674,삼천포수협,건어사업소,(건)정어리,건어,경상남도,사천시,1
675,울산수협,공판장,가자미(수),선어,울산광역시,남구,53
676,울산수협,공판장,가자미(용),선어,울산광역시,남구,84
677,울산수협,공판장,고등어,선어,울산광역시,남구,7
678,울산수협,공판장,기타어류(물메기),선어,울산광역시,남구,6
679,울산수협,공판장,넙치,선어,울산광역시,남구,1
680,울산수협,공판장,대구,선어,울산광역시,남구,16
681,울산수협,공판장,문어,선어,울산광역시,남구,6
682,울산수협,공판장,삼치류,선어,울산광역시,남구,3
683,울산수협,공판장,소라고동,선어,울산광역시,남구,65
684,울산수협,공판장,아귀,선어,울산광역시,남구,73
685,울산수협,공판장,오징어(s/p),선어,울산광역시,남구,6
686,울산수협,공판장,밀복어(S/P),선어,울산광역시,남구,1
687,울산수협,공판장,참문어,선어,울산광역시,남구,24
688,의창수협,부경신항수협,갑오징어류,활어,경상남도,창원시,6
689,의창수협,부경신항수협,고막류,활어,경상남도,창원시,1
690,의창수협,부경신항수협,기타새우,활어,경상남도,창원시,3
691,의창수협,부경신항수협,기타패류,활어,경상남도,창원시,3
692,의창수협,부경신항수협,등가시치,활어,경상남도,창원시,24
693,의창수협,부경신항수협,먹장어,활어,경상남도,창원시,1
694,의창수협,부경신항수협,백합류,활어,경상남도,창원시,1
695,의창수협,부경신항수협,가오리류,활어,경상남도,창원시,2
696,의창수협,부경신항수협,가자미류,활어,경상남도,창원시,2
697,의창수협,부경신항수협,감성돔,활어,경상남도,창원시,1
698,의창수협,부경신항수협,기타게,활어,경상남도,창원시,2
699,의창수협,부경신항수협,기타어류,활어,경상남도,창원시,30
700,의창수협,부경신항수협,기타조기,활어,경상남도,창원시,12
701,의창수협,부경신항수협,낙지,활어,경상남도,창원시,3
702,의창수협,부경신항수협,넙치류,활어,경상남도,창원시,2
703,의창수협,부경신항수협,노래미.쥐노래미,활어,경상남도,창원시,4
704,의창수협,부경신항수협,농어,활어,경상남도,창원시,5
705,의창수협,부경신항수협,돌돔류,활어,경상남도,창원시,1
706,의창수협,부경신항수협,문어,활어,경상남도,창원시,3
707,의창수협,부경신항수협,민물장어,활어,경상남도,창원시,3
708,의창수협,부경신항수협,병어류,활어,경상남도,창원시,1
709,의창수협,부경신항수협,복어류,활어,경상남도,창원시,13
710,의창수협,부경신항수협,붕장어,활어,경상남도,창원시,1
711,의창수협,부경신항수협,서대류,활어,경상남도,창원시,1
712,의창수협,부경신항수협,소라고동,활어,경상남도,창원시,23
713,의창수협,부경신항수협,숭어류,활어,경상남도,창원시,26
714,의창수협,부경신항수협,재첩,활어,경상남도,창원시,10
715,의창수협,부경신항수협,톱날꽃게,활어,경상남도,창원시,10
716,의창수협,부경신항수협,홍합,활어,경상남도,창원시,7
717,통영수협,삼덕위판장,고둥류,활어,경상남도,통영시,4
718,통영수협,삼덕위판장,기타어류,활어,경상남도,통영시,1
719,통영수협,삼덕위판장,돌돔류,활어,경상남도,통영시,2
720,통영수협,삼덕위판장,먹장어,활어,경상남도,통영시,2
721,통영수협,삼덕위판장,벵에돔,활어,경상남도,통영시,1
722,통영수협,삼덕위판장,볼락,활어,경상남도,통영시,2
723,통영수협,삼덕위판장,불볼락,활어,경상남도,통영시,3
724,통영수협,삼덕위판장,쏨뱅이,활어,경상남도,통영시,8
725,통영수협,삼덕위판장,양태,활어,경상남도,통영시,3
726,통영수협,삼덕위판장,용치놀래기,활어,경상남도,통영시,2
727,통영수협,삼덕위판장,혹돔,활어,경상남도,통영시,3
728,통영수협,삼덕위판장,쑤기미,활어,경상남도,통영시,2
729,통영수협,삼덕위판장,노래미,활어,경상남도,통영시,1
730,통영수협,삼덕위판장,복어류,활어,경상남도,통영시,1
731,통영수협,삼덕위판장,가오리류,활어,경상남도,통영시,1
732,통영수협,삼덕위판장,가자미류,활어,경상남도,통영시,1
733,통영수협,삼덕위판장,감성돔,활어,경상남도,통영시,4
734,통영수협,삼덕위판장,갑오징어류,활어,경상남도,통영시,5
735,통영수협,삼덕위판장,꼴두기,활어,경상남도,통영시,1
736,통영수협,삼덕위판장,넙치,활어,경상남도,통영시,2
737,통영수협,삼덕위판장,농어,활어,경상남도,통영시,38
738,통영수협,삼덕위판장,능성어기타,활어,경상남도,통영시,1
739,통영수협,삼덕위판장,문어,활어,경상남도,통영시,8
740,통영수협,삼덕위판장,방어,활어,경상남도,통영시,6
741,통영수협,삼덕위판장,붕장어,활어,경상남도,통영시,4
742,통영수협,삼덕위판장,성대류,활어,경상남도,통영시,3
743,통영수협,삼덕위판장,자리돔류,활어,경상남도,통영시,1
744,통영수협,삼덕위판장,전갱이류,활어,경상남도,통영시,3
745,통영수협,삼덕위판장,조피볼락,활어,경상남도,통영시,3
746,통영수협,삼덕위판장,쥐치류,활어,경상남도,통영시,2
747,통영수협,삼덕위판장,참돔류,활어,경상남도,통영시,11
748,통영수협,삼덕위판장,볼락,선어,경상남도,통영시,1
749,통영수협,삼덕위판장,불볼락,선어,경상남도,통영시,2
750,통영수협,삼덕위판장,쏨뱅이,선어,경상남도,통영시,2
751,통영수협,삼덕위판장,농어,선어,경상남도,통영시,1
752,통영수협,삼덕위판장,문어,선어,경상남도,통영시,3
753,통영수협,삼덕위판장,방어,선어,경상남도,통영시,1
754,통영수협,삼덕위판장,갯장어(하모),활어,경상남도,통영시,13
755,통영수협,삼덕위판장,부시리(희라스),활어,경상남도,통영시,4
756,통영수협,삼덕위판장,문치가자미,활어,경상남도,통영시,1
757,통영수협,삼덕위판장,자바리(국산),활어,경상남도,통영시,9
758,통영수협,삼덕위판장,붉바리,활어,경상남도,통영시,10
759,하동군수협,판매과,가오리,활어,경상남도,하동군,19
760,하동군수협,판매과,갑오징어(자연산),활어,경상남도,하동군,1
761,하동군수협,판매과,고둥류,활어,경상남도,하동군,1
762,하동군수협,판매과,기타게(자연산),활어,경상남도,하동군,6
763,하동군수협,판매과,기타새우(자연산),활어,경상남도,하동군,1
764,하동군수협,판매과,기타어류(자연산),활어,경상남도,하동군,8
765,하동군수협,판매과,농어(자연산),활어,경상남도,하동군,1
766,하동군수협,판매과,문어(자연산),활어,경상남도,하동군,5
767,하동군수협,판매과,뱀장어,활어,경상남도,하동군,1
768,하동군수협,판매과,복어(자연산),활어,경상남도,하동군,1
769,하동군수협,판매과,붕장어(자연산),활어,경상남도,하동군,1
770,하동군수협,판매과,소라고둥(자연산),활어,경상남도,하동군,6
771,하동군수협,판매과,숭어(자연산),활어,경상남도,하동군,15
772,남해군수협,판매과,가오리류,활어,경상남도,남해군,6
773,남해군수협,판매과,감성돔,활어,경상남도,남해군,2
774,남해군수협,판매과,갑오징어,활어,경상남도,남해군,5
775,남해군수협,판매과,갯장어(활),활어,경상남도,남해군,1
776,남해군수협,판매과,고동,활어,경상남도,남해군,14
777,남해군수협,판매과,광어,활어,경상남도,남해군,3
778,남해군수협,판매과,기타돔류,활어,경상남도,남해군,1
779,남해군수협,판매과,노래미,활어,경상남도,남해군,3
780,남해군수협,판매과,능성어,활어,경상남도,남해군,9
781,남해군수협,판매과,달강어,활어,경상남도,남해군,1
782,남해군수협,판매과,도다리,활어,경상남도,남해군,15
783,남해군수협,판매과,돌돔,활어,경상남도,남해군,1
784,남해군수협,판매과,문어,활어,경상남도,남해군,28
785,남해군수협,판매과,방어,활어,경상남도,남해군,1
786,남해군수협,판매과,병어,활어,경상남도,남해군,2
787,남해군수협,판매과,복어류,활어,경상남도,남해군,1
788,남해군수협,판매과,볼락,활어,경상남도,남해군,7
789,남해군수협,판매과,붕장어(활),활어,경상남도,남해군,5
790,남해군수협,판매과,서대,활어,경상남도,남해군,15
791,남해군수협,판매과,소라,활어,경상남도,남해군,7
792,남해군수협,판매과,소라(패),활어,경상남도,남해군,3
793,남해군수협,판매과,쏨뱅이,활어,경상남도,남해군,10
794,남해군수협,판매과,양태,활어,경상남도,남해군,16
795,남해군수협,판매과,용치놀래기,활어,경상남도,남해군,3
796,남해군수협,판매과,잡어,활어,경상남도,남해군,8
797,남해군수협,판매과,조기,활어,경상남도,남해군,1
798,남해군수협,판매과,쥐치류,활어,경상남도,남해군,1
799,남해군수협,판매과,참돔,활어,경상남도,남해군,1
800,남해군수협,판매과,멍게(패),활어,경상남도,남해군,3
801,남해군수협,판매과,달강어,선어,경상남도,남해군,1
802,남해군수협,판매과,도다리,선어,경상남도,남해군,1
803,남해군수협,판매과,고등어,선어,경상남도,남해군,12
804,남해군수협,판매과,고등어(선망),선어,경상남도,남해군,7
805,남해군수협,판매과,병어류,선어,경상남도,남해군,3
806,남해군수협,판매과,숭어,선어,경상남도,남해군,1
807,남해군수협,판매과,양태,선어,경상남도,남해군,6
808,남해군수협,판매과,오징어(선망),선어,경상남도,남해군,2
809,남해군수협,판매과,잡어(선),선어,경상남도,남해군,26
810,남해군수협,판매과,조기,선어,경상남도,남해군,3
811,남해군수협,판매과,호레기,선어,경상남도,남해군,5
812,남해군수협,판매과,방어,선어,경상남도,남해군,3
813,남해군수협,판매과,전갱이류(선망),선어,경상남도,남해군,3
814,남해군수협,남면지점,갑오징어,활어,경상남도,남해군,1
815,남해군수협,남면지점,능성어,활어,경상남도,남해군,11
816,남해군수협,남면지점,대하,활어,경상남도,남해군,1
817,남해군수협,남면지점,도다리,활어,경상남도,남해군,1
818,남해군수협,남면지점,문어,활어,경상남도,남해군,37
819,남해군수협,남면지점,병어,활어,경상남도,남해군,1
820,남해군수협,남면지점,볼락,활어,경상남도,남해군,7
821,남해군수협,남면지점,서대,활어,경상남도,남해군,3
822,남해군수협,남면지점,소라,활어,경상남도,남해군,3
823,남해군수협,남면지점,쏨뱅이,활어,경상남도,남해군,3
824,남해군수협,남면지점,양태,활어,경상남도,남해군,3
825,남해군수협,남면지점,잡어,활어,경상남도,남해군,14
826,남해군수협,남면지점,고등어,선어,경상남도,남해군,2
827,욕지수협,유통사업과,감성돔(양식),활어,경상남도,통영시,2
828,욕지수협,유통사업과,참돔,활어,경상남도,통영시,6
829,욕지수협,유통사업과,우럭,활어,경상남도,통영시,7
830,서남해수어류양식수협,위판,농어,활어,전라남도,여수시,2
831,서남해수어류양식수협,위판,조피볼락,활어,전라남도,여수시,4
832,서남해수어류양식수협,위판,참돔,활어,전라남도,여수시,5
833,제주어류양식수협,유통사업팀,넙치,활어,제주특별자치도,제주시,73
834,제주어류양식수협,유통사업팀,넙치(수출),활어,제주특별자치도,제주시,4
835,제주어류양식수협,유통사업팀,터벗,활어,제주특별자치도,제주시,2
836,제주어류양식수협,유통사업팀,가자미류,활어,제주특별자치도,제주시,16
837,"제1,2구잠수기수협",마산지소,개조개,활어,부산광역시,중구,34
838,"제1,2구잠수기수협",마산지소,바지락,활어,부산광역시,중구,16
839,"제1,2구잠수기수협",마산지소,미더덕,활어,부산광역시,중구,8
840,"제1,2구잠수기수협",마산지소,오만둥이,활어,부산광역시,중구,20
841,"제1,2구잠수기수협",마산지소,홍합,활어,부산광역시,중구,15
842,"제1,2구잠수기수협",마산지소,피조개,활어,부산광역시,중구,7
843,"제1,2구잠수기수협",마산지소,홍합(봉지),활어,부산광역시,중구,17
